,GDP Growth,Unemployment,,
1948Q2,0.854439538841721,-0.142440573847106,,
1948Q3,0.012100914487999,-0.0661647915899887,,
1948Q4,-0.0850584641498133,-0.0232223426728717,,
1949Q1,-2.07658589545754,0.786386772924245,,
1949Q2,-1.49186812460935,1.96266255518136,,
1949Q3,-0.14913989959049,2.77227167076848,,
1949Q4,-1.89790372543457,3.0152141196956,,
1950Q1,3.08314889996777,2.42482323528271,,
1950Q2,1.91077174962273,1.56776568420983,,
1950Q3,2.77658537904402,0.610708133126946,,
1950Q4,1.90264055849565,0.186983915384063,,
1951Q1,1.16743205013461,-0.57007363568882,,
1951Q2,1.68733200345401,-0.993797853431703,,
1951Q3,1.29633913626699,-0.950855404504587,,
1951Q4,-0.447556477656398,-0.77457962224747,,
1952Q1,0.0629117188091653,-1.09830383999035,,
1952Q2,-1.14713966147826,-1.22202805773324,,
1952Q3,-0.00935730533373606,-0.979085608816119,,
1952Q4,1.14810007091219,-1.402809826559,,
1953Q1,0.827704373707093,-1.55986737763189,,
1953Q2,0.032880772747078,-1.71692492870477,,
1953Q3,-1.37061042987701,-1.57398247978765,,
1953Q4,-1.71566617920545,-0.631040030860535,,
1954Q1,-2.30346902117087,0.911902418066581,,
1954Q2,-1.30469302440939,1.4215115336537,,
1954Q3,0.286009480114256,1.56445398258082,,
1954Q4,0.550368376179787,0.907396431497932,,
1955Q1,1.21225011118482,0.283672213755049,,
1955Q2,0.183746577479348,-0.0733853373178341,,
1955Q3,0.418070631088295,-0.397109555060718,,
1955Q4,-0.0328684153162685,-0.287500439473601,,
1956Q1,-1.10356482662115,-0.511224657216484,,
1956Q2,-0.451629953309719,-0.368282208289367,,
1956Q3,-0.833613336440166,-0.45867309270225,,
1956Q4,0.19720424759586,-0.482397310445133,,
1957Q1,-0.084857189260258,-0.706121528188017,,
1957Q2,-0.963790046670844,-0.5631790792609,,
1957Q3,-0.321354373921646,-0.453569963673783,,
1957Q4,-2.46775877721777,0.222705818583334,,
1958Q1,-2.95624236683492,1.56564826751045,,
1958Q2,-0.369460251619503,2.60859071643757,,
1958Q3,1.43093632764883,2.55153316535468,,
1958Q4,1.4343135859153,1.5611422809518,,
1959Q1,0.328094178976766,1.00408472986892,,
1959Q2,0.981132690612661,0.247027178796034,,
1959Q3,-1.36504000611173,0.389969627723152,,
1959Q4,-0.0564273748126633,0.699578743310268,,
1960Q1,0.795566410907477,0.209187858897386,,
1960Q2,-1.19339519930608,0.285463641154502,,
1960Q3,-0.809885819310586,0.561739423411619,,
1960Q4,-1.76663500422136,1.27134853900874,,
1961Q1,0.128639147910591,1.78095765459585,,
1961Q2,0.331027341210309,1.95723343685297,,
1961Q3,0.514212890041364,1.70017588578009,,
1961Q4,1.31827433093696,1.1097850013672,,
1962Q1,0.396269633536715,0.51939411695432,,
1962Q2,0.129344872345837,0.395669899211436,,
1962Q3,0.0195104250581655,0.405279014808553,,
1962Q4,-1.07143160468541,0.34822146372567,,
1963Q1,0.438606075545022,0.557830579322787,,
1963Q2,0.469169266409296,0.500773028239904,,
1963Q3,0.82638976367586,0.243715477167021,,
1963Q4,-0.1897757544175,0.286657926094137,,
1964Q1,1.30448928674638,0.162933708351254,,
1964Q2,-0.0525017609360313,-0.127457176061629,,
1964Q3,0.0965556817360534,-0.351181393804512,,
1964Q4,-0.478577683210314,-0.408238944877395,,
1965Q1,1.23785144037156,-0.498629829290278,,
1965Q2,0.532059759393765,-0.755687380363161,,
1965Q3,0.673767206104746,-1.07941159810605,,
1965Q4,1.36886627705395,-1.36980248251893,,
1966Q1,1.05379443525089,-1.62686003359181,,
1966Q2,-0.645908103548766,-1.68391758467469,,
1966Q3,0.113637098395757,-1.77430846907758,,
1966Q4,-0.415668102440537,-1.86469935349046,,
1967Q1,-0.342198307598408,-1.75509023790334,,
1967Q2,-0.309877475469068,-1.77881445564623,,
1967Q3,0.524996425423606,-1.83587200671911,,
1967Q4,-0.343530852742592,-1.75959622446199,,
1968Q1,0.248051792111113,-1.94998710887488,,
1968Q2,0.781396373254804,-2.14037799327776,,
1968Q3,-0.131450044281635,-2.19743554436064,,
1968Q4,-1.00230254444038,-2.35449309543353,,
1969Q1,0.490169321879862,-2.37821731317641,,
1969Q2,-0.769364114535921,-2.36860819758929,,
1969Q3,-0.353594962842553,-2.25899908199218,,
1969Q4,-1.30528081287182,-2.28272329973506,,
1970Q1,-1.52254314266496,-1.70644751747794,,
1970Q2,-0.993057705081358,-1.13017173522083,,
1970Q3,0.304351394224821,-0.753895952963708,,
1970Q4,-1.8131296436811,-0.110953504046592,,
1971Q1,1.74332944793778,-0.0346777217894744,,
1971Q2,-0.913901493576798,-0.0917352728623574,,
1971Q3,-0.394713165351891,0.0178738427247589,,
1971Q4,-0.909846468210108,-0.105850375018124,,
1972Q1,1.26238213537433,-0.296241259421007,,
1972Q2,1.02003519518612,-0.38663214383389,,
1972Q3,0.129215095112255,-0.543689694906774,,
1972Q4,0.95314008976115,-0.767413912649657,,
1973Q1,1.41421720293837,-1.22447146373254,,
1973Q2,-0.650124194870695,-1.24819568147542,,
1973Q3,-1.00438483957492,-1.40525323254831,,
1973Q4,-0.0150952627415281,-1.46231078362119,,
1974Q1,-1.18401045925756,-1.11936833470407,,
1974Q2,-0.341543092655512,-1.07642588577696,,
1974Q3,-1.93659972743577,-0.666816770189839,,
1974Q4,-1.50783341617194,0.276125678737277,,
1975Q1,-2.59959508200616,1.91906812766439,,
1975Q2,0.387707038444256,2.49534390992151,,
1975Q3,1.05760155711564,2.07161969217863,,
1975Q4,0.757667162816682,1.88122880776575,,
1976Q1,1.23569078897382,1.29083792335286,,
1976Q2,-0.180307911294071,1.10044703894998,,
1976Q3,-0.21055561711963,1.2433894878671,,
1976Q4,0.366977142497687,1.25299860346421,,
1977Q1,0.737790095650597,0.962607719051329,,
1977Q2,0.974659646391023,0.572216834638446,,
1977Q3,1.36341252149734,0.315159283565563,,
1977Q4,-0.881887943567412,0.0581017324926799,,
1978Q1,0.252823875453083,-0.298955818590204,,
1978Q2,2.48451982018205,-0.656013369663087,,
1978Q3,0.228199143769119,-0.64640425407597,,
1978Q4,0.608327586858708,-0.803461805148853,,
1979Q1,-0.621902603611863,-0.860519356221737,,
1979Q2,-0.719379323586884,-1.05091024063462,,
1979Q3,0.273787564662891,-0.907967791707503,,
1979Q4,-0.815411905294267,-0.831692009450386,,
1980Q1,0.372678160801614,-0.522082893863269,,
1980Q2,-3.01624618783778,0.487526221723848,,
1980Q3,-0.558548893858541,0.797135337320965,,
1980Q4,0.636314537547926,0.506744452908082,,
1981Q1,1.29133269577208,0.516353568495199,,
1981Q2,-0.959848513614665,0.459296017422316,,
1981Q3,-0.182974544083498,0.435571799679432,,
1981Q4,-2.03169476899897,1.24518091526655,,
1982Q1,-2.14634456914452,1.82145669752367,,
1982Q2,-0.325846940619796,2.39773247978078,,
1982Q3,-1.42702011968863,2.8406749287079,,
1982Q4,-0.472997702506623,3.58361737766502,,
1983Q1,0.235357733288504,3.25989315992213,,
1983Q2,1.60006130288297,3.00283560877925,,
1983Q3,0.840394097456015,2.21244472440637,,
1983Q4,1.13472398529028,1.35538717332348,,
1984Q1,1.91587266972439,0.6649962889206,,
1984Q2,0.707405702429236,0.207938737837717,,
1984Q3,0.0189596764462665,0.184214520094834,,
1984Q4,-0.211201106420395,0.0271569690219505,,
1985Q1,0.564390134521291,-0.0632339153909325,,
1985Q2,-0.0203090172504814,-0.0202914664638159,,
1985Q3,0.386711448813608,-0.144015684206699,,
1985Q4,0.103904464547904,-0.334406568619582,,
1986Q1,0.965019701444818,-0.358130786362465,,
1986Q2,-1.06944890618531,-0.248521670765348,,
1986Q3,-0.41471792362467,-0.472245888508231,,
1986Q4,-0.0556108354494553,-0.629303439591115,,
1987Q1,0.64180476467614,-0.886360990663998,,
1987Q2,0.403707772830779,-1.24341854173688,,
1987Q3,0.380275893551934,-1.53380942614976,,
1987Q4,0.963758424945753,-1.72420031056265,,